,model,time,horizon,quantile,Cases
129,N-HiTS,2021-12-01,4,Cases_q0.975,7.324166858196258
130,N-HiTS,2022-01-01,5,Cases_q0.975,7.235358715057373
131,N-HiTS,2022-02-01,6,Cases_q0.975,6.374810516834258
132,N-HiTS,2021-09-01,1,Cases_q0.990,7.166696548461914
133,N-HiTS,2021-10-01,2,Cases_q0.990,6.959662952423096
134,N-HiTS,2021-11-01,3,Cases_q0.990,8.141697874069214
135,N-HiTS,2021-12-01,4,Cases_q0.990,7.821507868766784
136,N-HiTS,2022-01-01,5,Cases_q0.990,7.307888445854187
137,N-HiTS,2022-02-01,6,Cases_q0.990,6.4717440509796145
0,N-HiTS,2021-10-01,1,Cases_q0.010,4.632443251609803
1,N-HiTS,2021-11-01,2,Cases_q0.010,5.254330158233643
2,N-HiTS,2021-12-01,3,Cases_q0.010,4.187208714485169
3,N-HiTS,2022-01-01,4,Cases_q0.010,3.9517621994018555
4,N-HiTS,2022-02-01,5,Cases_q0.010,3.7525846004486083
5,N-HiTS,2022-03-01,6,Cases_q0.010,2.8118514728546145
6,N-HiTS,2021-10-01,1,Cases_q0.025,5.098518788814545
7,N-HiTS,2021-11-01,2,Cases_q0.025,5.25484744310379
8,N-HiTS,2021-12-01,3,Cases_q0.025,4.525644397735595
9,N-HiTS,2022-01-01,4,Cases_q0.025,4.087576806545258
10,N-HiTS,2022-02-01,5,Cases_q0.025,3.8182547807693483
11,N-HiTS,2022-03-01,6,Cases_q0.025,4.349366402626037
12,N-HiTS,2021-10-01,1,Cases_q0.050,5.31518337726593
13,N-HiTS,2021-11-01,2,Cases_q0.050,5.525981712341308
14,N-HiTS,2021-12-01,3,Cases_q0.050,5.019611787796021
15,N-HiTS,2022-01-01,4,Cases_q0.050,4.3553755521774296
16,N-HiTS,2022-02-01,5,Cases_q0.050,3.9425745844841003
17,N-HiTS,2022-03-01,6,Cases_q0.050,4.4416821002960205
18,N-HiTS,2021-10-01,1,Cases_q0.100,5.505472040176391
19,N-HiTS,2021-11-01,2,Cases_q0.100,5.627066707611084
20,N-HiTS,2021-12-01,3,Cases_q0.100,5.1464790344238285
21,N-HiTS,2022-01-01,4,Cases_q0.100,4.62389030456543
22,N-HiTS,2022-02-01,5,Cases_q0.100,4.167534112930298
23,N-HiTS,2022-03-01,6,Cases_q0.100,4.549765777587891
24,N-HiTS,2021-10-01,1,Cases_q0.150,5.705350947380066
25,N-HiTS,2021-11-01,2,Cases_q0.150,5.674596238136291
26,N-HiTS,2021-12-01,3,Cases_q0.150,5.25484869480133
27,N-HiTS,2022-01-01,4,Cases_q0.150,4.7356150388717655
28,N-HiTS,2022-02-01,5,Cases_q0.150,4.366784453392029
29,N-HiTS,2022-03-01,6,Cases_q0.150,4.638028931617737
30,N-HiTS,2021-10-01,1,Cases_q0.200,5.840816783905029
31,N-HiTS,2021-11-01,2,Cases_q0.200,5.932865810394287
32,N-HiTS,2021-12-01,3,Cases_q0.200,5.338587665557862
33,N-HiTS,2022-01-01,4,Cases_q0.200,4.811052989959717
34,N-HiTS,2022-02-01,5,Cases_q0.200,4.437313556671143
35,N-HiTS,2022-03-01,6,Cases_q0.200,4.66270341873169
36,N-HiTS,2021-10-01,1,Cases_q0.250,5.932975769042969
37,N-HiTS,2021-11-01,2,Cases_q0.250,5.954586982727051
38,N-HiTS,2021-12-01,3,Cases_q0.250,5.446852326393127
39,N-HiTS,2022-01-01,4,Cases_q0.250,4.841864585876465
40,N-HiTS,2022-02-01,5,Cases_q0.250,4.545951247215271
41,N-HiTS,2022-03-01,6,Cases_q0.250,4.966090559959412
42,N-HiTS,2021-10-01,1,Cases_q0.300,5.999465560913086
43,N-HiTS,2021-11-01,2,Cases_q0.300,5.974373626708984
44,N-HiTS,2021-12-01,3,Cases_q0.300,5.461183404922485
45,N-HiTS,2022-01-01,4,Cases_q0.300,4.876744079589844
46,N-HiTS,2022-02-01,5,Cases_q0.300,4.6640993595123295
47,N-HiTS,2022-03-01,6,Cases_q0.300,5.015624189376831
48,N-HiTS,2021-10-01,1,Cases_q0.350,6.06515064239502
49,N-HiTS,2021-11-01,2,Cases_q0.350,6.006243205070495
50,N-HiTS,2021-12-01,3,Cases_q0.350,5.487404012680054
51,N-HiTS,2022-01-01,4,Cases_q0.350,4.936091470718384
52,N-HiTS,2022-02-01,5,Cases_q0.350,4.891953635215759
53,N-HiTS,2022-03-01,6,Cases_q0.350,5.076780462265015
54,N-HiTS,2021-10-01,1,Cases_q0.400,6.139256286621094
55,N-HiTS,2021-11-01,2,Cases_q0.400,6.016399574279785
56,N-HiTS,2021-12-01,3,Cases_q0.400,5.517043113708496
57,N-HiTS,2022-01-01,4,Cases_q0.400,4.966684818267822
58,N-HiTS,2022-02-01,5,Cases_q0.400,5.0807842254638675
59,N-HiTS,2022-03-01,6,Cases_q0.400,5.131629943847656
60,N-HiTS,2021-10-01,1,Cases_q0.450,6.17368528842926
61,N-HiTS,2021-11-01,2,Cases_q0.450,6.059461569786071
62,N-HiTS,2021-12-01,3,Cases_q0.450,5.546317172050476
63,N-HiTS,2022-01-01,4,Cases_q0.450,5.011483216285706
64,N-HiTS,2022-02-01,5,Cases_q0.450,5.1362518787384035
65,N-HiTS,2022-03-01,6,Cases_q0.450,5.1770432472229
66,N-HiTS,2021-10-01,1,Cases_q0.500,6.193889617919922
67,N-HiTS,2021-11-01,2,Cases_q0.500,6.090527534484863
68,N-HiTS,2021-12-01,3,Cases_q0.500,5.589266061782837
69,N-HiTS,2022-01-01,4,Cases_q0.500,5.077421426773071
70,N-HiTS,2022-02-01,5,Cases_q0.500,5.1964287757873535
71,N-HiTS,2022-03-01,6,Cases_q0.500,5.1934144496917725
72,N-HiTS,2021-10-01,1,Cases_q0.550,6.216507625579834
73,N-HiTS,2021-11-01,2,Cases_q0.550,6.1144939661026
74,N-HiTS,2021-12-01,3,Cases_q0.550,5.628188610076904
75,N-HiTS,2022-01-01,4,Cases_q0.550,5.227647757530212
76,N-HiTS,2022-02-01,5,Cases_q0.550,5.260265517234802
77,N-HiTS,2022-03-01,6,Cases_q0.550,5.287844324111939
78,N-HiTS,2021-10-01,1,Cases_q0.600,6.243153190612793
79,N-HiTS,2021-11-01,2,Cases_q0.600,6.152381134033203
80,N-HiTS,2021-12-01,3,Cases_q0.600,5.774490070343018
81,N-HiTS,2022-01-01,4,Cases_q0.600,5.67675724029541
82,N-HiTS,2022-02-01,5,Cases_q0.600,5.390887355804443
83,N-HiTS,2022-03-01,6,Cases_q0.600,5.364096355438233
84,N-HiTS,2021-10-01,1,Cases_q0.650,6.293568563461304
85,N-HiTS,2021-11-01,2,Cases_q0.650,6.189054417610168
86,N-HiTS,2021-12-01,3,Cases_q0.650,5.791695547103882
87,N-HiTS,2022-01-01,4,Cases_q0.650,5.910348272323609
88,N-HiTS,2022-02-01,5,Cases_q0.650,5.493267154693604
89,N-HiTS,2022-03-01,6,Cases_q0.650,5.398505616188049
90,N-HiTS,2021-10-01,1,Cases_q0.700,6.3087578296661375
91,N-HiTS,2021-11-01,2,Cases_q0.700,6.245024061203003
92,N-HiTS,2021-12-01,3,Cases_q0.700,5.901618480682373
93,N-HiTS,2022-01-01,4,Cases_q0.700,6.079753780364991
94,N-HiTS,2022-02-01,5,Cases_q0.700,5.539002990722656
95,N-HiTS,2022-03-01,6,Cases_q0.700,5.441561937332153
96,N-HiTS,2021-10-01,1,Cases_q0.750,6.31691038608551
97,N-HiTS,2021-11-01,2,Cases_q0.750,6.516324520111084
98,N-HiTS,2021-12-01,3,Cases_q0.750,5.958114385604858
99,N-HiTS,2022-01-01,4,Cases_q0.750,6.242731213569641
100,N-HiTS,2022-02-01,5,Cases_q0.750,5.5598708391189575
101,N-HiTS,2022-03-01,6,Cases_q0.750,5.524411559104919
102,N-HiTS,2021-10-01,1,Cases_q0.800,6.33462963104248
103,N-HiTS,2021-11-01,2,Cases_q0.800,6.846729946136475
104,N-HiTS,2021-12-01,3,Cases_q0.800,6.012781620025635
105,N-HiTS,2022-01-01,4,Cases_q0.800,6.298813819885254
106,N-HiTS,2022-02-01,5,Cases_q0.800,5.704325103759766
107,N-HiTS,2022-03-01,6,Cases_q0.800,5.714893245697022
108,N-HiTS,2021-10-01,1,Cases_q0.850,6.399040174484253
109,N-HiTS,2021-11-01,2,Cases_q0.850,6.926756906509399
110,N-HiTS,2021-12-01,3,Cases_q0.850,6.0577898025512695
111,N-HiTS,2022-01-01,4,Cases_q0.850,6.346584415435791
112,N-HiTS,2022-02-01,5,Cases_q0.850,5.803616523742676
113,N-HiTS,2022-03-01,6,Cases_q0.850,5.852543735504151
114,N-HiTS,2021-10-01,1,Cases_q0.900,6.453255987167358
115,N-HiTS,2021-11-01,2,Cases_q0.900,7.471974420547485
116,N-HiTS,2021-12-01,3,Cases_q0.900,6.451619291305542
117,N-HiTS,2022-01-01,4,Cases_q0.900,6.368700742721558
118,N-HiTS,2022-02-01,5,Cases_q0.900,5.831586933135986
119,N-HiTS,2022-03-01,6,Cases_q0.900,6.062323999404907
120,N-HiTS,2021-10-01,1,Cases_q0.950,7.256034398078919
121,N-HiTS,2021-11-01,2,Cases_q0.950,7.978694057464598
122,N-HiTS,2021-12-01,3,Cases_q0.950,6.980554485321044
123,N-HiTS,2022-01-01,4,Cases_q0.950,6.466224908828735
124,N-HiTS,2022-02-01,5,Cases_q0.950,6.070111322402954
125,N-HiTS,2022-03-01,6,Cases_q0.950,6.43259871006012
126,N-HiTS,2021-10-01,1,Cases_q0.975,8.18679506778717
127,N-HiTS,2021-11-01,2,Cases_q0.975,8.28786849975586
128,N-HiTS,2021-12-01,3,Cases_q0.975,7.101850509643555
129,N-HiTS,2022-01-01,4,Cases_q0.975,6.539543843269348
130,N-HiTS,2022-02-01,5,Cases_q0.975,6.1621704459190365
131,N-HiTS,2022-03-01,6,Cases_q0.975,6.516148507595062
132,N-HiTS,2021-10-01,1,Cases_q0.990,8.83786334991455
133,N-HiTS,2021-11-01,2,Cases_q0.990,8.335171699523926
134,N-HiTS,2021-12-01,3,Cases_q0.990,7.147926769256592
135,N-HiTS,2022-01-01,4,Cases_q0.990,6.586332387924195
136,N-HiTS,2022-02-01,5,Cases_q0.990,6.322366971969604
137,N-HiTS,2022-03-01,6,Cases_q0.990,6.701897177696228
0,N-HiTS,2021-11-01,1,Cases_q0.010,3.3963633823394774
1,N-HiTS,2021-12-01,2,Cases_q0.010,3.7199836707115175
2,N-HiTS,2022-01-01,3,Cases_q0.010,-0.4577839970588684
3,N-HiTS,2022-02-01,4,Cases_q0.010,2.728323459625244
4,N-HiTS,2022-03-01,5,Cases_q0.010,3.7111968994140625
5,N-HiTS,2022-04-01,6,Cases_q0.010,3.428489601612091
6,N-HiTS,2021-11-01,1,Cases_q0.025,3.997818887233734
7,N-HiTS,2021-12-01,2,Cases_q0.025,4.378001880645752
8,N-HiTS,2022-01-01,3,Cases_q0.025,2.9031340122222904
9,N-HiTS,2022-02-01,4,Cases_q0.025,4.413642871379852
10,N-HiTS,2022-03-01,5,Cases_q0.025,4.593999135494232
11,N-HiTS,2022-04-01,6,Cases_q0.025,4.838713705539703
12,N-HiTS,2021-11-01,1,Cases_q0.050,4.900766229629517
13,N-HiTS,2021-12-01,2,Cases_q0.050,4.818244791030883
14,N-HiTS,2022-01-01,3,Cases_q0.050,4.595537519454956
15,N-HiTS,2022-02-01,4,Cases_q0.050,4.7317002534866335
16,N-HiTS,2022-03-01,5,Cases_q0.050,5.065124678611755
17,N-HiTS,2022-04-01,6,Cases_q0.050,5.374934387207031
18,N-HiTS,2021-11-01,1,Cases_q0.100,5.480907011032104
19,N-HiTS,2021-12-01,2,Cases_q0.100,4.9862658977508545
20,N-HiTS,2022-01-01,3,Cases_q0.100,4.917612981796265
21,N-HiTS,2022-02-01,4,Cases_q0.100,4.806780385971069
22,N-HiTS,2022-03-01,5,Cases_q0.100,5.084617185592651
23,N-HiTS,2022-04-01,6,Cases_q0.100,5.50028920173645
24,N-HiTS,2021-11-01,1,Cases_q0.150,5.526367211341857
25,N-HiTS,2021-12-01,2,Cases_q0.150,5.339992904663086
26,N-HiTS,2022-01-01,3,Cases_q0.150,4.93978214263916
27,N-HiTS,2022-02-01,4,Cases_q0.150,4.951992607116699
28,N-HiTS,2022-03-01,5,Cases_q0.150,5.138427639007569
29,N-HiTS,2022-04-01,6,Cases_q0.150,5.540616059303284
30,N-HiTS,2021-11-01,1,Cases_q0.200,5.902982997894288
31,N-HiTS,2021-12-01,2,Cases_q0.200,5.909767436981201
32,N-HiTS,2022-01-01,3,Cases_q0.200,4.956121826171875
33,N-HiTS,2022-02-01,4,Cases_q0.200,5.057795619964599
34,N-HiTS,2022-03-01,5,Cases_q0.200,5.273152160644531
35,N-HiTS,2022-04-01,6,Cases_q0.200,5.584813213348388
36,N-HiTS,2021-11-01,1,Cases_q0.250,6.389567255973816
37,N-HiTS,2021-12-01,2,Cases_q0.250,6.0337289571762085
38,N-HiTS,2022-01-01,3,Cases_q0.250,4.989187121391296
39,N-HiTS,2022-02-01,4,Cases_q0.250,5.154369950294495
40,N-HiTS,2022-03-01,5,Cases_q0.250,5.340435743331909
41,N-HiTS,2022-04-01,6,Cases_q0.250,5.644728064537048
42,N-HiTS,2021-11-01,1,Cases_q0.300,6.4406932353973385
43,N-HiTS,2021-12-01,2,Cases_q0.300,6.054146957397461
44,N-HiTS,2022-01-01,3,Cases_q0.300,5.0894547462463375
45,N-HiTS,2022-02-01,4,Cases_q0.300,5.219935178756714
46,N-HiTS,2022-03-01,5,Cases_q0.300,5.40107946395874
47,N-HiTS,2022-04-01,6,Cases_q0.300,5.708331823348999
48,N-HiTS,2021-11-01,1,Cases_q0.350,6.4963463306427
49,N-HiTS,2021-12-01,2,Cases_q0.350,6.084837317466736
50,N-HiTS,2022-01-01,3,Cases_q0.350,5.241896724700927
51,N-HiTS,2022-02-01,4,Cases_q0.350,5.3382732629776
52,N-HiTS,2022-03-01,5,Cases_q0.350,5.455889463424683
53,N-HiTS,2022-04-01,6,Cases_q0.350,5.775249385833741
54,N-HiTS,2021-11-01,1,Cases_q0.400,6.526145553588867
55,N-HiTS,2021-12-01,2,Cases_q0.400,6.118270778656006
56,N-HiTS,2022-01-01,3,Cases_q0.400,5.274532699584961
57,N-HiTS,2022-02-01,4,Cases_q0.400,5.461759567260742
58,N-HiTS,2022-03-01,5,Cases_q0.400,5.5171150207519535
59,N-HiTS,2022-04-01,6,Cases_q0.400,5.80217399597168
60,N-HiTS,2021-11-01,1,Cases_q0.450,6.565479016304016
61,N-HiTS,2021-12-01,2,Cases_q0.450,6.137568497657776
62,N-HiTS,2022-01-01,3,Cases_q0.450,5.327948427200317
63,N-HiTS,2022-02-01,4,Cases_q0.450,5.567141318321228
64,N-HiTS,2022-03-01,5,Cases_q0.450,5.609984755516052
65,N-HiTS,2022-04-01,6,Cases_q0.450,5.831092047691345
66,N-HiTS,2021-11-01,1,Cases_q0.500,6.647181987762451
67,N-HiTS,2021-12-01,2,Cases_q0.500,6.160276174545288
68,N-HiTS,2022-01-01,3,Cases_q0.500,5.392692565917969
69,N-HiTS,2022-02-01,4,Cases_q0.500,5.712306261062622
70,N-HiTS,2022-03-01,5,Cases_q0.500,6.0559163093566895
71,N-HiTS,2022-04-01,6,Cases_q0.500,5.888245582580566
72,N-HiTS,2021-11-01,1,Cases_q0.550,6.7211650848388675
73,N-HiTS,2021-12-01,2,Cases_q0.550,6.183523631095886
74,N-HiTS,2022-01-01,3,Cases_q0.550,5.464804077148438
75,N-HiTS,2022-02-01,4,Cases_q0.550,5.783478045463562
76,N-HiTS,2022-03-01,5,Cases_q0.550,6.151321172714233
77,N-HiTS,2022-04-01,6,Cases_q0.550,5.921617126464843
78,N-HiTS,2021-11-01,1,Cases_q0.600,6.754056644439697
79,N-HiTS,2021-12-01,2,Cases_q0.600,6.2238751411437985
80,N-HiTS,2022-01-01,3,Cases_q0.600,5.619358062744141
81,N-HiTS,2022-02-01,4,Cases_q0.600,5.8527223587036135
82,N-HiTS,2022-03-01,5,Cases_q0.600,6.193980407714844
83,N-HiTS,2022-04-01,6,Cases_q0.600,5.967946624755859
84,N-HiTS,2021-11-01,1,Cases_q0.650,6.795807552337647
85,N-HiTS,2021-12-01,2,Cases_q0.650,6.293710494041443
86,N-HiTS,2022-01-01,3,Cases_q0.650,6.162867212295533
87,N-HiTS,2022-02-01,4,Cases_q0.650,5.926421356201172
88,N-HiTS,2022-03-01,5,Cases_q0.650,6.224820637702942
89,N-HiTS,2022-04-01,6,Cases_q0.650,6.036870718002319
90,N-HiTS,2021-11-01,1,Cases_q0.700,6.887375116348267
91,N-HiTS,2021-12-01,2,Cases_q0.700,6.362160491943359
92,N-HiTS,2022-01-01,3,Cases_q0.700,6.243363380432129
93,N-HiTS,2022-02-01,4,Cases_q0.700,6.05779070854187
94,N-HiTS,2022-03-01,5,Cases_q0.700,6.255781936645508
95,N-HiTS,2022-04-01,6,Cases_q0.700,6.099433183670044
96,N-HiTS,2021-11-01,1,Cases_q0.750,7.01619279384613
97,N-HiTS,2021-12-01,2,Cases_q0.750,6.419091463088989
98,N-HiTS,2022-01-01,3,Cases_q0.750,6.368130445480347
99,N-HiTS,2022-02-01,4,Cases_q0.750,6.233947157859802
100,N-HiTS,2022-03-01,5,Cases_q0.750,6.3258376121521
101,N-HiTS,2022-04-01,6,Cases_q0.750,6.137145400047302
102,N-HiTS,2021-11-01,1,Cases_q0.800,7.118294334411622
103,N-HiTS,2021-12-01,2,Cases_q0.800,6.483667659759521
104,N-HiTS,2022-01-01,3,Cases_q0.800,6.478440856933594
105,N-HiTS,2022-02-01,4,Cases_q0.800,6.344657325744629
106,N-HiTS,2022-03-01,5,Cases_q0.800,6.399477577209472
107,N-HiTS,2022-04-01,6,Cases_q0.800,6.174866580963135
108,N-HiTS,2021-11-01,1,Cases_q0.850,7.223208546638489
109,N-HiTS,2021-12-01,2,Cases_q0.850,6.5505987167358395
110,N-HiTS,2022-01-01,3,Cases_q0.850,6.565389657020569
111,N-HiTS,2022-02-01,4,Cases_q0.850,6.424044275283813
112,N-HiTS,2022-03-01,5,Cases_q0.850,6.414502120018005
113,N-HiTS,2022-04-01,6,Cases_q0.850,6.22901451587677
114,N-HiTS,2021-11-01,1,Cases_q0.900,7.293949556350708
115,N-HiTS,2021-12-01,2,Cases_q0.900,6.701518535614014
116,N-HiTS,2022-01-01,3,Cases_q0.900,6.666076898574829
117,N-HiTS,2022-02-01,4,Cases_q0.900,6.500068712234497
118,N-HiTS,2022-03-01,5,Cases_q0.900,6.454848909378052
119,N-HiTS,2022-04-01,6,Cases_q0.900,6.271766519546508
120,N-HiTS,2021-11-01,1,Cases_q0.950,7.393810749053955
121,N-HiTS,2021-12-01,2,Cases_q0.950,6.758933472633362
122,N-HiTS,2022-01-01,3,Cases_q0.950,6.903938841819763
123,N-HiTS,2022-02-01,4,Cases_q0.950,6.6253193616867065
124,N-HiTS,2022-03-01,5,Cases_q0.950,6.701412510871887
125,N-HiTS,2022-04-01,6,Cases_q0.950,6.309293484687805
126,N-HiTS,2021-11-01,1,Cases_q0.975,7.493139362335205
127,N-HiTS,2021-12-01,2,Cases_q0.975,6.777771234512329
128,N-HiTS,2022-01-01,3,Cases_q0.975,7.270470237731933
129,N-HiTS,2022-02-01,4,Cases_q0.975,6.713837265968323
130,N-HiTS,2022-03-01,5,Cases_q0.975,6.826228356361389
131,N-HiTS,2022-04-01,6,Cases_q0.975,6.325819754600525
132,N-HiTS,2021-11-01,1,Cases_q0.990,7.534777641296387
133,N-HiTS,2021-12-01,2,Cases_q0.990,6.85954345703125
134,N-HiTS,2022-01-01,3,Cases_q0.990,7.505280017852783
135,N-HiTS,2022-02-01,4,Cases_q0.990,6.742127599716186
136,N-HiTS,2022-03-01,5,Cases_q0.990,6.899561347961425
137,N-HiTS,2022-04-01,6,Cases_q0.990,6.476362218856811
0,N-HiTS,2021-12-01,1,Cases_q0.010,4.769777121543885
1,N-HiTS,2022-01-01,2,Cases_q0.010,3.020838236808777
2,N-HiTS,2022-02-01,3,Cases_q0.010,3.8256972527503965
3,N-HiTS,2022-03-01,4,Cases_q0.010,2.6809184694290162
4,N-HiTS,2022-04-01,5,Cases_q0.010,-1.0684223175048828
5,N-HiTS,2022-05-01,6,Cases_q0.010,4.325191497802734
6,N-HiTS,2021-12-01,1,Cases_q0.025,4.9674943566322325
7,N-HiTS,2022-01-01,2,Cases_q0.025,4.308086407184601
8,N-HiTS,2022-02-01,3,Cases_q0.025,3.86740882396698
9,N-HiTS,2022-03-01,4,Cases_q0.025,3.7338288187980653
10,N-HiTS,2022-04-01,5,Cases_q0.025,2.235168701410294
11,N-HiTS,2022-05-01,6,Cases_q0.025,4.4843474984169
12,N-HiTS,2021-12-01,1,Cases_q0.050,5.065824794769287
13,N-HiTS,2022-01-01,2,Cases_q0.050,4.534966373443604
14,N-HiTS,2022-02-01,3,Cases_q0.050,4.1771769523620605
15,N-HiTS,2022-03-01,4,Cases_q0.050,4.267118692398071
16,N-HiTS,2022-04-01,5,Cases_q0.050,3.8090433835983277
17,N-HiTS,2022-05-01,6,Cases_q0.050,4.630750679969788
18,N-HiTS,2021-12-01,1,Cases_q0.100,5.221843528747558
19,N-HiTS,2022-01-01,2,Cases_q0.100,4.584716892242431
20,N-HiTS,2022-02-01,3,Cases_q0.100,4.79508752822876
21,N-HiTS,2022-03-01,4,Cases_q0.100,4.870754718780518
22,N-HiTS,2022-04-01,5,Cases_q0.100,4.1669494152069095
23,N-HiTS,2022-05-01,6,Cases_q0.100,4.882499027252197
24,N-HiTS,2021-12-01,1,Cases_q0.150,5.279202008247376
25,N-HiTS,2022-01-01,2,Cases_q0.150,4.610024333000183
26,N-HiTS,2022-02-01,3,Cases_q0.150,4.891741299629212
27,N-HiTS,2022-03-01,4,Cases_q0.150,4.909020709991455
28,N-HiTS,2022-04-01,5,Cases_q0.150,4.674828457832336
29,N-HiTS,2022-05-01,6,Cases_q0.150,4.974121999740601
30,N-HiTS,2021-12-01,1,Cases_q0.200,5.559199619293213
31,N-HiTS,2022-01-01,2,Cases_q0.200,4.679619026184082
32,N-HiTS,2022-02-01,3,Cases_q0.200,5.036646556854248
33,N-HiTS,2022-03-01,4,Cases_q0.200,4.9765242576599125
34,N-HiTS,2022-04-01,5,Cases_q0.200,4.874149036407471
35,N-HiTS,2022-05-01,6,Cases_q0.200,5.092411899566651
36,N-HiTS,2021-12-01,1,Cases_q0.250,5.579055190086365
37,N-HiTS,2022-01-01,2,Cases_q0.250,4.839938759803772
38,N-HiTS,2022-02-01,3,Cases_q0.250,5.057675719261169
39,N-HiTS,2022-03-01,4,Cases_q0.250,5.0179266929626465
40,N-HiTS,2022-04-01,5,Cases_q0.250,4.92985737323761
41,N-HiTS,2022-05-01,6,Cases_q0.250,5.174772500991821
42,N-HiTS,2021-12-01,1,Cases_q0.300,5.9172666549682615
43,N-HiTS,2022-01-01,2,Cases_q0.300,4.908452081680298
44,N-HiTS,2022-02-01,3,Cases_q0.300,5.081118774414063
45,N-HiTS,2022-03-01,4,Cases_q0.300,5.039175701141358
46,N-HiTS,2022-04-01,5,Cases_q0.300,5.201417589187622
47,N-HiTS,2022-05-01,6,Cases_q0.300,5.1970985412597654
48,N-HiTS,2021-12-01,1,Cases_q0.350,6.0020241975784305
49,N-HiTS,2022-01-01,2,Cases_q0.350,4.997303152084351
50,N-HiTS,2022-02-01,3,Cases_q0.350,5.130497837066651
51,N-HiTS,2022-03-01,4,Cases_q0.350,5.061437654495239
52,N-HiTS,2022-04-01,5,Cases_q0.350,5.480942821502685
53,N-HiTS,2022-05-01,6,Cases_q0.350,5.2195460319519045
54,N-HiTS,2021-12-01,1,Cases_q0.400,6.058705139160156
55,N-HiTS,2022-01-01,2,Cases_q0.400,5.2041528701782225
56,N-HiTS,2022-02-01,3,Cases_q0.400,5.186365413665771
57,N-HiTS,2022-03-01,4,Cases_q0.400,5.0815483093261715
58,N-HiTS,2022-04-01,5,Cases_q0.400,5.576511192321777
59,N-HiTS,2022-05-01,6,Cases_q0.400,5.311910820007324
60,N-HiTS,2021-12-01,1,Cases_q0.450,6.133706450462341
61,N-HiTS,2022-01-01,2,Cases_q0.450,5.252181196212769
62,N-HiTS,2022-02-01,3,Cases_q0.450,5.23799364566803
63,N-HiTS,2022-03-01,4,Cases_q0.450,5.12700617313385
64,N-HiTS,2022-04-01,5,Cases_q0.450,5.5850954294204715
65,N-HiTS,2022-05-01,6,Cases_q0.450,5.381479024887085
66,N-HiTS,2021-12-01,1,Cases_q0.500,6.176002502441406
67,N-HiTS,2022-01-01,2,Cases_q0.500,5.299328088760376
68,N-HiTS,2022-02-01,3,Cases_q0.500,5.295670509338379
69,N-HiTS,2022-03-01,4,Cases_q0.500,5.20049262046814
70,N-HiTS,2022-04-01,5,Cases_q0.500,5.622415781021118
71,N-HiTS,2022-05-01,6,Cases_q0.500,5.641176223754883
72,N-HiTS,2021-12-01,1,Cases_q0.550,6.202551960945129
73,N-HiTS,2022-01-01,2,Cases_q0.550,5.3478387832641605
74,N-HiTS,2022-02-01,3,Cases_q0.550,5.367958235740661
75,N-HiTS,2022-03-01,4,Cases_q0.550,5.265308618545532
76,N-HiTS,2022-04-01,5,Cases_q0.550,5.646462869644165
77,N-HiTS,2022-05-01,6,Cases_q0.550,5.69478018283844
78,N-HiTS,2021-12-01,1,Cases_q0.600,6.214972114562988
79,N-HiTS,2022-01-01,2,Cases_q0.600,5.385504245758057
80,N-HiTS,2022-02-01,3,Cases_q0.600,5.406074905395508
81,N-HiTS,2022-03-01,4,Cases_q0.600,5.3234484672546385
82,N-HiTS,2022-04-01,5,Cases_q0.600,5.674008750915528
83,N-HiTS,2022-05-01,6,Cases_q0.600,5.800242328643798
84,N-HiTS,2021-12-01,1,Cases_q0.650,6.22880437374115
85,N-HiTS,2022-01-01,2,Cases_q0.650,5.410948133468628
86,N-HiTS,2022-02-01,3,Cases_q0.650,5.438270330429077
87,N-HiTS,2022-03-01,4,Cases_q0.650,5.363078045845032
88,N-HiTS,2022-04-01,5,Cases_q0.650,5.697648215293884
89,N-HiTS,2022-05-01,6,Cases_q0.650,5.900350451469421
90,N-HiTS,2021-12-01,1,Cases_q0.700,6.2464241027832035
91,N-HiTS,2022-01-01,2,Cases_q0.700,5.434149265289307
92,N-HiTS,2022-02-01,3,Cases_q0.700,5.480191659927368
93,N-HiTS,2022-03-01,4,Cases_q0.700,5.413529872894287
94,N-HiTS,2022-04-01,5,Cases_q0.700,5.719319915771484
95,N-HiTS,2022-05-01,6,Cases_q0.700,6.088010311126709
96,N-HiTS,2021-12-01,1,Cases_q0.750,6.295021295547485
97,N-HiTS,2022-01-01,2,Cases_q0.750,5.4616619348526
98,N-HiTS,2022-02-01,3,Cases_q0.750,5.558470249176025
99,N-HiTS,2022-03-01,4,Cases_q0.750,5.542381286621094
100,N-HiTS,2022-04-01,5,Cases_q0.750,5.758485436439514
101,N-HiTS,2022-05-01,6,Cases_q0.750,6.158389925956726
102,N-HiTS,2021-12-01,1,Cases_q0.800,6.394341850280762
103,N-HiTS,2022-01-01,2,Cases_q0.800,5.5119647026062015
104,N-HiTS,2022-02-01,3,Cases_q0.800,5.626883697509766
105,N-HiTS,2022-03-01,4,Cases_q0.800,5.8952305793762205
106,N-HiTS,2022-04-01,5,Cases_q0.800,5.797941875457764
107,N-HiTS,2022-05-01,6,Cases_q0.800,6.20720739364624
108,N-HiTS,2021-12-01,1,Cases_q0.850,6.712680792808532
109,N-HiTS,2022-01-01,2,Cases_q0.850,5.577714133262634
110,N-HiTS,2022-02-01,3,Cases_q0.850,5.693403577804565
111,N-HiTS,2022-03-01,4,Cases_q0.850,6.218819260597229
