,model,time,horizon,quantile,Cases
21,N-HiTS,2018-12-01,4,Cases_q0.100,3.552211046218872
22,N-HiTS,2019-01-01,5,Cases_q0.100,4.831508827209473
23,N-HiTS,2019-02-01,6,Cases_q0.100,5.21553955078125
24,N-HiTS,2018-09-01,1,Cases_q0.150,3.884567940235138
25,N-HiTS,2018-10-01,2,Cases_q0.150,4.628972005844116
26,N-HiTS,2018-11-01,3,Cases_q0.150,4.706751871109009
27,N-HiTS,2018-12-01,4,Cases_q0.150,3.7701133012771604
28,N-HiTS,2019-01-01,5,Cases_q0.150,5.1657415390014645
29,N-HiTS,2019-02-01,6,Cases_q0.150,5.2998422384262085
30,N-HiTS,2018-09-01,1,Cases_q0.200,3.915947771072388
31,N-HiTS,2018-10-01,2,Cases_q0.200,4.659087753295898
32,N-HiTS,2018-11-01,3,Cases_q0.200,4.787522792816162
33,N-HiTS,2018-12-01,4,Cases_q0.200,4.1178083419799805
34,N-HiTS,2019-01-01,5,Cases_q0.200,5.198060989379883
35,N-HiTS,2019-02-01,6,Cases_q0.200,5.3425477027893065
36,N-HiTS,2018-09-01,1,Cases_q0.250,4.010415434837341
37,N-HiTS,2018-10-01,2,Cases_q0.250,4.6676859855651855
38,N-HiTS,2018-11-01,3,Cases_q0.250,4.8186386823654175
39,N-HiTS,2018-12-01,4,Cases_q0.250,4.782104849815369
40,N-HiTS,2019-01-01,5,Cases_q0.250,5.233505725860596
41,N-HiTS,2019-02-01,6,Cases_q0.250,5.413902401924133
42,N-HiTS,2018-09-01,1,Cases_q0.300,4.116802549362182
43,N-HiTS,2018-10-01,2,Cases_q0.300,4.715075922012329
44,N-HiTS,2018-11-01,3,Cases_q0.300,4.852104759216308
45,N-HiTS,2018-12-01,4,Cases_q0.300,5.3586207866668705
46,N-HiTS,2019-01-01,5,Cases_q0.300,5.260444974899292
47,N-HiTS,2019-02-01,6,Cases_q0.300,5.476470422744751
48,N-HiTS,2018-09-01,1,Cases_q0.350,4.163796162605285
49,N-HiTS,2018-10-01,2,Cases_q0.350,4.790480375289917
50,N-HiTS,2018-11-01,3,Cases_q0.350,4.881674790382386
51,N-HiTS,2018-12-01,4,Cases_q0.350,5.5055392503738405
52,N-HiTS,2019-01-01,5,Cases_q0.350,5.3195466756820675
53,N-HiTS,2019-02-01,6,Cases_q0.350,5.4889044761657715
54,N-HiTS,2018-09-01,1,Cases_q0.400,4.189250373840332
55,N-HiTS,2018-10-01,2,Cases_q0.400,4.852560710906983
56,N-HiTS,2018-11-01,3,Cases_q0.400,4.913225555419922
57,N-HiTS,2018-12-01,4,Cases_q0.400,5.726863384246826
58,N-HiTS,2019-01-01,5,Cases_q0.400,5.414564514160157
59,N-HiTS,2019-02-01,6,Cases_q0.400,5.498956966400146
60,N-HiTS,2018-09-01,1,Cases_q0.450,4.216359663009643
61,N-HiTS,2018-10-01,2,Cases_q0.450,4.8778746128082275
62,N-HiTS,2018-11-01,3,Cases_q0.450,4.935124731063842
63,N-HiTS,2018-12-01,4,Cases_q0.450,5.96729006767273
64,N-HiTS,2019-01-01,5,Cases_q0.450,5.513755536079406
65,N-HiTS,2019-02-01,6,Cases_q0.450,5.512618112564087
66,N-HiTS,2018-09-01,1,Cases_q0.500,4.2226011753082275
67,N-HiTS,2018-10-01,2,Cases_q0.500,4.921589136123657
68,N-HiTS,2018-11-01,3,Cases_q0.500,4.978231906890869
69,N-HiTS,2018-12-01,4,Cases_q0.500,6.019774913787842
70,N-HiTS,2019-01-01,5,Cases_q0.500,5.5170440673828125
71,N-HiTS,2019-02-01,6,Cases_q0.500,5.536118030548096
72,N-HiTS,2018-09-01,1,Cases_q0.550,4.23298933506012
73,N-HiTS,2018-10-01,2,Cases_q0.550,4.9764142513275145
74,N-HiTS,2018-11-01,3,Cases_q0.550,5.054707622528076
75,N-HiTS,2018-12-01,4,Cases_q0.550,6.071195578575134
76,N-HiTS,2019-01-01,5,Cases_q0.550,5.549035692214966
77,N-HiTS,2019-02-01,6,Cases_q0.550,5.58840012550354
78,N-HiTS,2018-09-01,1,Cases_q0.600,4.253228950500488
79,N-HiTS,2018-10-01,2,Cases_q0.600,5.060366916656494
80,N-HiTS,2018-11-01,3,Cases_q0.600,5.105277156829834
81,N-HiTS,2018-12-01,4,Cases_q0.600,6.137291622161865
82,N-HiTS,2019-01-01,5,Cases_q0.600,5.614061641693115
83,N-HiTS,2019-02-01,6,Cases_q0.600,5.803990745544434
84,N-HiTS,2018-09-01,1,Cases_q0.650,4.310839581489563
85,N-HiTS,2018-10-01,2,Cases_q0.650,5.141811442375183
86,N-HiTS,2018-11-01,3,Cases_q0.650,5.23142192363739
87,N-HiTS,2018-12-01,4,Cases_q0.650,6.195506167411804
88,N-HiTS,2019-01-01,5,Cases_q0.650,5.685315060615539
89,N-HiTS,2019-02-01,6,Cases_q0.650,6.005246710777283
90,N-HiTS,2018-09-01,1,Cases_q0.700,4.383196592330933
91,N-HiTS,2018-10-01,2,Cases_q0.700,5.174161767959594
92,N-HiTS,2018-11-01,3,Cases_q0.700,5.315398836135864
93,N-HiTS,2018-12-01,4,Cases_q0.700,6.247576904296875
94,N-HiTS,2019-01-01,5,Cases_q0.700,5.738563060760498
95,N-HiTS,2019-02-01,6,Cases_q0.700,6.075162601470947
96,N-HiTS,2018-09-01,1,Cases_q0.750,4.501862168312073
97,N-HiTS,2018-10-01,2,Cases_q0.750,5.183469653129578
98,N-HiTS,2018-11-01,3,Cases_q0.750,5.41301691532135
99,N-HiTS,2018-12-01,4,Cases_q0.750,6.447370648384094
100,N-HiTS,2019-01-01,5,Cases_q0.750,5.781301856040955
101,N-HiTS,2019-02-01,6,Cases_q0.750,6.102206587791443
102,N-HiTS,2018-09-01,1,Cases_q0.800,5.018020725250245
103,N-HiTS,2018-10-01,2,Cases_q0.800,5.624447441101075
104,N-HiTS,2018-11-01,3,Cases_q0.800,5.535314559936523
105,N-HiTS,2018-12-01,4,Cases_q0.800,6.527316856384277
106,N-HiTS,2019-01-01,5,Cases_q0.800,5.815227603912353
107,N-HiTS,2019-02-01,6,Cases_q0.800,6.18329496383667
108,N-HiTS,2018-09-01,1,Cases_q0.850,5.620754790306091
109,N-HiTS,2018-10-01,2,Cases_q0.850,6.26131808757782
110,N-HiTS,2018-11-01,3,Cases_q0.850,5.719118142127991
111,N-HiTS,2018-12-01,4,Cases_q0.850,6.5513083934783936
112,N-HiTS,2019-01-01,5,Cases_q0.850,5.943504548072815
113,N-HiTS,2019-02-01,6,Cases_q0.850,6.2116395950317385
114,N-HiTS,2018-09-01,1,Cases_q0.900,6.079121112823486
115,N-HiTS,2018-10-01,2,Cases_q0.900,6.492743396759034
116,N-HiTS,2018-11-01,3,Cases_q0.900,5.947811841964722
117,N-HiTS,2018-12-01,4,Cases_q0.900,6.831986379623413
118,N-HiTS,2019-01-01,5,Cases_q0.900,6.01390438079834
119,N-HiTS,2019-02-01,6,Cases_q0.900,6.355835056304931
120,N-HiTS,2018-09-01,1,Cases_q0.950,6.4205639362335205
121,N-HiTS,2018-10-01,2,Cases_q0.950,6.554835700988769
122,N-HiTS,2018-11-01,3,Cases_q0.950,6.857376909255981
123,N-HiTS,2018-12-01,4,Cases_q0.950,6.916337609291077
124,N-HiTS,2019-01-01,5,Cases_q0.950,6.179361343383788
125,N-HiTS,2019-02-01,6,Cases_q0.950,6.4613281965255736
126,N-HiTS,2018-09-01,1,Cases_q0.975,6.586125206947326
127,N-HiTS,2018-10-01,2,Cases_q0.975,6.650927877426147
128,N-HiTS,2018-11-01,3,Cases_q0.975,7.055179083347321
129,N-HiTS,2018-12-01,4,Cases_q0.975,6.9375981092453
130,N-HiTS,2019-01-01,5,Cases_q0.975,6.632892489433289
131,N-HiTS,2019-02-01,6,Cases_q0.975,6.5827121257781975
132,N-HiTS,2018-09-01,1,Cases_q0.990,6.743938446044922
133,N-HiTS,2018-10-01,2,Cases_q0.990,6.680720424652099
134,N-HiTS,2018-11-01,3,Cases_q0.990,7.179986162185669
135,N-HiTS,2018-12-01,4,Cases_q0.990,7.166268854141236
136,N-HiTS,2019-01-01,5,Cases_q0.990,7.049481472969055
137,N-HiTS,2019-02-01,6,Cases_q0.990,6.887341022491455
0,N-HiTS,2018-10-01,1,Cases_q0.010,3.472284429073334
1,N-HiTS,2018-11-01,2,Cases_q0.010,3.6372378301620483
2,N-HiTS,2018-12-01,3,Cases_q0.010,3.4672272205352783
3,N-HiTS,2019-01-01,4,Cases_q0.010,3.84373601436615
4,N-HiTS,2019-02-01,5,Cases_q0.010,4.821788301467896
5,N-HiTS,2019-03-01,6,Cases_q0.010,5.033337178230286
6,N-HiTS,2018-10-01,1,Cases_q0.025,3.677417415380478
7,N-HiTS,2018-11-01,2,Cases_q0.025,4.900039327144623
8,N-HiTS,2018-12-01,3,Cases_q0.025,4.414463078975677
9,N-HiTS,2019-01-01,4,Cases_q0.025,3.855715751647949
10,N-HiTS,2019-02-01,5,Cases_q0.025,4.888575410842895
11,N-HiTS,2019-03-01,6,Cases_q0.025,5.061410427093506
12,N-HiTS,2018-10-01,1,Cases_q0.050,4.239616489410401
13,N-HiTS,2018-11-01,2,Cases_q0.050,4.9101502895355225
14,N-HiTS,2018-12-01,3,Cases_q0.050,4.475157237052917
15,N-HiTS,2019-01-01,4,Cases_q0.050,4.874191617965698
16,N-HiTS,2019-02-01,5,Cases_q0.050,4.980384683609008
17,N-HiTS,2019-03-01,6,Cases_q0.050,5.233661413192749
18,N-HiTS,2018-10-01,1,Cases_q0.100,4.773256635665893
19,N-HiTS,2018-11-01,2,Cases_q0.100,4.918453168869019
20,N-HiTS,2018-12-01,3,Cases_q0.100,4.51957859992981
21,N-HiTS,2019-01-01,4,Cases_q0.100,5.283494186401367
22,N-HiTS,2019-02-01,5,Cases_q0.100,5.076934719085694
23,N-HiTS,2019-03-01,6,Cases_q0.100,5.615688467025757
24,N-HiTS,2018-10-01,1,Cases_q0.150,4.853651618957519
25,N-HiTS,2018-11-01,2,Cases_q0.150,4.956718826293946
26,N-HiTS,2018-12-01,3,Cases_q0.150,4.584976649284362
27,N-HiTS,2019-01-01,4,Cases_q0.150,5.41446886062622
28,N-HiTS,2019-02-01,5,Cases_q0.150,5.329639863967896
29,N-HiTS,2019-03-01,6,Cases_q0.150,5.699022054672241
30,N-HiTS,2018-10-01,1,Cases_q0.200,4.877516555786133
31,N-HiTS,2018-11-01,2,Cases_q0.200,4.996014976501465
32,N-HiTS,2018-12-01,3,Cases_q0.200,4.6651811599731445
33,N-HiTS,2019-01-01,4,Cases_q0.200,5.503007984161377
34,N-HiTS,2019-02-01,5,Cases_q0.200,5.456694412231445
35,N-HiTS,2019-03-01,6,Cases_q0.200,5.838586902618408
36,N-HiTS,2018-10-01,1,Cases_q0.250,4.926357269287109
37,N-HiTS,2018-11-01,2,Cases_q0.250,5.081058979034424
38,N-HiTS,2018-12-01,3,Cases_q0.250,4.9807363748550415
39,N-HiTS,2019-01-01,4,Cases_q0.250,5.613745808601379
40,N-HiTS,2019-02-01,5,Cases_q0.250,5.62200403213501
41,N-HiTS,2019-03-01,6,Cases_q0.250,6.0153608322143555
42,N-HiTS,2018-10-01,1,Cases_q0.300,4.978309869766235
43,N-HiTS,2018-11-01,2,Cases_q0.300,5.371398305892944
44,N-HiTS,2018-12-01,3,Cases_q0.300,5.209260416030884
45,N-HiTS,2019-01-01,4,Cases_q0.300,5.635097599029541
46,N-HiTS,2019-02-01,5,Cases_q0.300,5.641369247436524
47,N-HiTS,2019-03-01,6,Cases_q0.300,6.192189455032349
48,N-HiTS,2018-10-01,1,Cases_q0.350,5.014107632637024
49,N-HiTS,2018-11-01,2,Cases_q0.350,5.517480659484863
50,N-HiTS,2018-12-01,3,Cases_q0.350,5.33295521736145
51,N-HiTS,2019-01-01,4,Cases_q0.350,5.654173684120178
52,N-HiTS,2019-02-01,5,Cases_q0.350,5.669978356361389
53,N-HiTS,2019-03-01,6,Cases_q0.350,6.216473722457886
54,N-HiTS,2018-10-01,1,Cases_q0.400,5.048555660247803
55,N-HiTS,2018-11-01,2,Cases_q0.400,5.557090377807617
56,N-HiTS,2018-12-01,3,Cases_q0.400,5.485816764831543
57,N-HiTS,2019-01-01,4,Cases_q0.400,5.678539848327636
58,N-HiTS,2019-02-01,5,Cases_q0.400,5.691300773620606
59,N-HiTS,2019-03-01,6,Cases_q0.400,6.241025733947754
60,N-HiTS,2018-10-01,1,Cases_q0.450,5.203149914741516
61,N-HiTS,2018-11-01,2,Cases_q0.450,5.716707396507263
62,N-HiTS,2018-12-01,3,Cases_q0.450,5.583514642715454
63,N-HiTS,2019-01-01,4,Cases_q0.450,5.71476514339447
64,N-HiTS,2019-02-01,5,Cases_q0.450,5.713606691360473
65,N-HiTS,2019-03-01,6,Cases_q0.450,6.27266674041748
66,N-HiTS,2018-10-01,1,Cases_q0.500,5.369563817977905
67,N-HiTS,2018-11-01,2,Cases_q0.500,5.797478675842285
68,N-HiTS,2018-12-01,3,Cases_q0.500,5.671107769012451
69,N-HiTS,2019-01-01,4,Cases_q0.500,5.744840621948242
70,N-HiTS,2019-02-01,5,Cases_q0.500,5.726457118988037
71,N-HiTS,2019-03-01,6,Cases_q0.500,6.305924415588379
72,N-HiTS,2018-10-01,1,Cases_q0.550,5.420439958572388
73,N-HiTS,2018-11-01,2,Cases_q0.550,5.828798174858093
74,N-HiTS,2018-12-01,3,Cases_q0.550,5.726991677284241
75,N-HiTS,2019-01-01,4,Cases_q0.550,5.781114935874939
76,N-HiTS,2019-02-01,5,Cases_q0.550,5.750550246238708
77,N-HiTS,2019-03-01,6,Cases_q0.550,6.337189817428589
78,N-HiTS,2018-10-01,1,Cases_q0.600,5.465954971313477
79,N-HiTS,2018-11-01,2,Cases_q0.600,5.9008941650390625
80,N-HiTS,2018-12-01,3,Cases_q0.600,5.767642021179199
81,N-HiTS,2019-01-01,4,Cases_q0.600,5.858055686950683
82,N-HiTS,2019-02-01,5,Cases_q0.600,5.7719439506530765
83,N-HiTS,2019-03-01,6,Cases_q0.600,6.358307266235352
84,N-HiTS,2018-10-01,1,Cases_q0.650,5.593655037879944
85,N-HiTS,2018-11-01,2,Cases_q0.650,5.987331461906433
86,N-HiTS,2018-12-01,3,Cases_q0.650,5.820288109779358
87,N-HiTS,2019-01-01,4,Cases_q0.650,5.899170899391175
88,N-HiTS,2019-02-01,5,Cases_q0.650,5.797432398796081
89,N-HiTS,2019-03-01,6,Cases_q0.650,6.376522970199585
90,N-HiTS,2018-10-01,1,Cases_q0.700,5.663693380355835
91,N-HiTS,2018-11-01,2,Cases_q0.700,5.998200130462647
92,N-HiTS,2018-12-01,3,Cases_q0.700,5.914103221893311
93,N-HiTS,2019-01-01,4,Cases_q0.700,5.92594895362854
94,N-HiTS,2019-02-01,5,Cases_q0.700,5.818178749084472
95,N-HiTS,2019-03-01,6,Cases_q0.700,6.391226005554199
96,N-HiTS,2018-10-01,1,Cases_q0.750,5.682551026344299
97,N-HiTS,2018-11-01,2,Cases_q0.750,6.0719839334487915
98,N-HiTS,2018-12-01,3,Cases_q0.750,6.121133804321289
99,N-HiTS,2019-01-01,4,Cases_q0.750,6.021603465080261
100,N-HiTS,2019-02-01,5,Cases_q0.750,5.944725751876831
101,N-HiTS,2019-03-01,6,Cases_q0.750,6.405711650848389
102,N-HiTS,2018-10-01,1,Cases_q0.800,5.74705696105957
103,N-HiTS,2018-11-01,2,Cases_q0.800,6.1452230453491214
104,N-HiTS,2018-12-01,3,Cases_q0.800,6.295426464080811
105,N-HiTS,2019-01-01,4,Cases_q0.800,6.107182216644287
106,N-HiTS,2019-02-01,5,Cases_q0.800,6.168388366699219
107,N-HiTS,2019-03-01,6,Cases_q0.800,6.441341590881348
108,N-HiTS,2018-10-01,1,Cases_q0.850,5.847877621650696
109,N-HiTS,2018-11-01,2,Cases_q0.850,6.204829549789428
110,N-HiTS,2018-12-01,3,Cases_q0.850,6.507141637802124
111,N-HiTS,2019-01-01,4,Cases_q0.850,6.181709289550781
112,N-HiTS,2019-02-01,5,Cases_q0.850,6.421000909805298
113,N-HiTS,2019-03-01,6,Cases_q0.850,6.525541424751282
114,N-HiTS,2018-10-01,1,Cases_q0.900,5.857563114166259
115,N-HiTS,2018-11-01,2,Cases_q0.900,6.245993280410767
116,N-HiTS,2018-12-01,3,Cases_q0.900,6.6874110221862795
117,N-HiTS,2019-01-01,4,Cases_q0.900,6.392084550857544
118,N-HiTS,2019-02-01,5,Cases_q0.900,6.567858934402466
119,N-HiTS,2019-03-01,6,Cases_q0.900,6.677378797531128
120,N-HiTS,2018-10-01,1,Cases_q0.950,6.954728126525878
121,N-HiTS,2018-11-01,2,Cases_q0.950,6.6654994010925295
122,N-HiTS,2018-12-01,3,Cases_q0.950,7.344637870788574
123,N-HiTS,2019-01-01,4,Cases_q0.950,6.8969972133636475
124,N-HiTS,2019-02-01,5,Cases_q0.950,7.203754591941833
125,N-HiTS,2019-03-01,6,Cases_q0.950,7.048140263557431
126,N-HiTS,2018-10-01,1,Cases_q0.975,7.348967850208282
127,N-HiTS,2018-11-01,2,Cases_q0.975,7.189787888526917
128,N-HiTS,2018-12-01,3,Cases_q0.975,7.390797758102417
129,N-HiTS,2019-01-01,4,Cases_q0.975,7.270159840583801
130,N-HiTS,2019-02-01,5,Cases_q0.975,7.367623710632324
131,N-HiTS,2019-03-01,6,Cases_q0.975,7.5129017353057845
132,N-HiTS,2018-10-01,1,Cases_q0.990,8.209237365722654
133,N-HiTS,2018-11-01,2,Cases_q0.990,7.309708499908448
134,N-HiTS,2018-12-01,3,Cases_q0.990,7.413095669746399
135,N-HiTS,2019-01-01,4,Cases_q0.990,7.726961646080017
136,N-HiTS,2019-02-01,5,Cases_q0.990,7.416426067352295
137,N-HiTS,2019-03-01,6,Cases_q0.990,7.9039437866210935
0,N-HiTS,2018-11-01,1,Cases_q0.010,3.4384779930114746
1,N-HiTS,2018-12-01,2,Cases_q0.010,3.4899847388267515
2,N-HiTS,2019-01-01,3,Cases_q0.010,4.772622108459473
3,N-HiTS,2019-02-01,4,Cases_q0.010,3.4679685282707213
4,N-HiTS,2019-03-01,5,Cases_q0.010,4.4855803823471065
5,N-HiTS,2019-04-01,6,Cases_q0.010,3.3442054557800294
6,N-HiTS,2018-11-01,1,Cases_q0.025,4.193551039695739
7,N-HiTS,2018-12-01,2,Cases_q0.025,3.633188116550446
8,N-HiTS,2019-01-01,3,Cases_q0.025,5.102990674972534
9,N-HiTS,2019-02-01,4,Cases_q0.025,4.0230591058731076
10,N-HiTS,2019-03-01,5,Cases_q0.025,5.341928827762604
11,N-HiTS,2019-04-01,6,Cases_q0.025,3.54417924284935
12,N-HiTS,2018-11-01,1,Cases_q0.050,4.293217968940735
13,N-HiTS,2018-12-01,2,Cases_q0.050,3.990950679779053
14,N-HiTS,2019-01-01,3,Cases_q0.050,5.194700026512146
15,N-HiTS,2019-02-01,4,Cases_q0.050,4.111798691749573
16,N-HiTS,2019-03-01,5,Cases_q0.050,6.152921295166015
17,N-HiTS,2019-04-01,6,Cases_q0.050,3.820270764827728
18,N-HiTS,2018-11-01,1,Cases_q0.100,4.509728670120239
19,N-HiTS,2018-12-01,2,Cases_q0.100,4.0632048606872555
20,N-HiTS,2019-01-01,3,Cases_q0.100,5.276390218734742
21,N-HiTS,2019-02-01,4,Cases_q0.100,4.3622067928314205
22,N-HiTS,2019-03-01,5,Cases_q0.100,6.245081853866577
23,N-HiTS,2019-04-01,6,Cases_q0.100,4.366772890090942
24,N-HiTS,2018-11-01,1,Cases_q0.150,4.721323418617248
25,N-HiTS,2018-12-01,2,Cases_q0.150,4.422995519638062
26,N-HiTS,2019-01-01,3,Cases_q0.150,5.359606313705444
27,N-HiTS,2019-02-01,4,Cases_q0.150,4.5684819459915165
28,N-HiTS,2019-03-01,5,Cases_q0.150,6.284379720687866
29,N-HiTS,2019-04-01,6,Cases_q0.150,5.414320683479309
30,N-HiTS,2018-11-01,1,Cases_q0.200,4.8780717849731445
31,N-HiTS,2018-12-01,2,Cases_q0.200,4.472827911376953
32,N-HiTS,2019-01-01,3,Cases_q0.200,5.426672649383545
33,N-HiTS,2019-02-01,4,Cases_q0.200,4.7605438232421875
34,N-HiTS,2019-03-01,5,Cases_q0.200,6.375381088256836
35,N-HiTS,2019-04-01,6,Cases_q0.200,5.577793216705322
36,N-HiTS,2018-11-01,1,Cases_q0.250,4.959129571914673
37,N-HiTS,2018-12-01,2,Cases_q0.250,4.678496956825256
38,N-HiTS,2019-01-01,3,Cases_q0.250,5.440009832382202
39,N-HiTS,2019-02-01,4,Cases_q0.250,4.987982392311096
40,N-HiTS,2019-03-01,5,Cases_q0.250,6.406660079956055
41,N-HiTS,2019-04-01,6,Cases_q0.250,5.6596351861953735
42,N-HiTS,2018-11-01,1,Cases_q0.300,5.026368093490601
43,N-HiTS,2018-12-01,2,Cases_q0.300,4.88666181564331
44,N-HiTS,2019-01-01,3,Cases_q0.300,5.456034803390503
45,N-HiTS,2019-02-01,4,Cases_q0.300,5.45360631942749
46,N-HiTS,2019-03-01,5,Cases_q0.300,6.426670932769776
47,N-HiTS,2019-04-01,6,Cases_q0.300,5.763130187988281
48,N-HiTS,2018-11-01,1,Cases_q0.350,5.253694796562195
49,N-HiTS,2018-12-01,2,Cases_q0.350,5.0879436254501345
50,N-HiTS,2019-01-01,3,Cases_q0.350,5.4711098909378055
51,N-HiTS,2019-02-01,4,Cases_q0.350,5.560265755653381
52,N-HiTS,2019-03-01,5,Cases_q0.350,6.456021165847778
53,N-HiTS,2019-04-01,6,Cases_q0.350,5.864719533920288
54,N-HiTS,2018-11-01,1,Cases_q0.400,5.393794441223145
55,N-HiTS,2018-12-01,2,Cases_q0.400,5.615709018707276
56,N-HiTS,2019-01-01,3,Cases_q0.400,5.4886163711547855
57,N-HiTS,2019-02-01,4,Cases_q0.400,5.634799003601074
58,N-HiTS,2019-03-01,5,Cases_q0.400,6.487087154388428
59,N-HiTS,2019-04-01,6,Cases_q0.400,5.89661283493042
60,N-HiTS,2018-11-01,1,Cases_q0.450,5.527344274520874
61,N-HiTS,2018-12-01,2,Cases_q0.450,5.670931124687195
62,N-HiTS,2019-01-01,3,Cases_q0.450,5.498802947998047
63,N-HiTS,2019-02-01,4,Cases_q0.450,5.733238482475281
64,N-HiTS,2019-03-01,5,Cases_q0.450,6.512747526168823
65,N-HiTS,2019-04-01,6,Cases_q0.450,5.965767788887024
66,N-HiTS,2018-11-01,1,Cases_q0.500,5.608832120895386
67,N-HiTS,2018-12-01,2,Cases_q0.500,5.697511911392212
68,N-HiTS,2019-01-01,3,Cases_q0.500,5.506033182144165
69,N-HiTS,2019-02-01,4,Cases_q0.500,5.817692756652832
70,N-HiTS,2019-03-01,5,Cases_q0.500,6.542883396148682
71,N-HiTS,2019-04-01,6,Cases_q0.500,6.0796754360198975
72,N-HiTS,2018-11-01,1,Cases_q0.550,5.636794328689575
73,N-HiTS,2018-12-01,2,Cases_q0.550,5.730091118812561
74,N-HiTS,2019-01-01,3,Cases_q0.550,5.514590787887573
75,N-HiTS,2019-02-01,4,Cases_q0.550,5.913235473632812
76,N-HiTS,2019-03-01,5,Cases_q0.550,6.570451784133911
77,N-HiTS,2019-04-01,6,Cases_q0.550,6.173215532302857
78,N-HiTS,2018-11-01,1,Cases_q0.600,5.6840160369873045
79,N-HiTS,2018-12-01,2,Cases_q0.600,5.755026531219483
80,N-HiTS,2019-01-01,3,Cases_q0.600,5.526252746582031
81,N-HiTS,2019-02-01,4,Cases_q0.600,6.018854427337646
82,N-HiTS,2019-03-01,5,Cases_q0.600,6.617051315307617
83,N-HiTS,2019-04-01,6,Cases_q0.600,6.184821701049804
84,N-HiTS,2018-11-01,1,Cases_q0.650,5.833893847465515
85,N-HiTS,2018-12-01,2,Cases_q0.650,5.78241114616394
86,N-HiTS,2019-01-01,3,Cases_q0.650,5.543298745155335
87,N-HiTS,2019-02-01,4,Cases_q0.650,6.133163309097291
88,N-HiTS,2019-03-01,5,Cases_q0.650,6.655486655235291
89,N-HiTS,2019-04-01,6,Cases_q0.650,6.190568327903748
90,N-HiTS,2018-11-01,1,Cases_q0.700,5.946894407272339
91,N-HiTS,2018-12-01,2,Cases_q0.700,5.816314363479614
92,N-HiTS,2019-01-01,3,Cases_q0.700,5.559746837615966
93,N-HiTS,2019-02-01,4,Cases_q0.700,6.298918294906616
94,N-HiTS,2019-03-01,5,Cases_q0.700,6.705295610427856
95,N-HiTS,2019-04-01,6,Cases_q0.700,6.2170079231262205
96,N-HiTS,2018-11-01,1,Cases_q0.750,5.971437335014343
97,N-HiTS,2018-12-01,2,Cases_q0.750,5.841159224510193
98,N-HiTS,2019-01-01,3,Cases_q0.750,5.580370903015137
99,N-HiTS,2019-02-01,4,Cases_q0.750,6.329160213470459
100,N-HiTS,2019-03-01,5,Cases_q0.750,6.759548544883728
101,N-HiTS,2019-04-01,6,Cases_q0.750,6.323304533958435
102,N-HiTS,2018-11-01,1,Cases_q0.800,6.042392826080322
103,N-HiTS,2018-12-01,2,Cases_q0.800,5.869145679473877
104,N-HiTS,2019-01-01,3,Cases_q0.800,5.606859588623047
105,N-HiTS,2019-02-01,4,Cases_q0.800,6.336334705352783
106,N-HiTS,2019-03-01,5,Cases_q0.800,6.811677551269531
107,N-HiTS,2019-04-01,6,Cases_q0.800,6.482123947143554
108,N-HiTS,2018-11-01,1,Cases_q0.850,6.133732199668884
109,N-HiTS,2018-12-01,2,Cases_q0.850,5.895517110824585
110,N-HiTS,2019-01-01,3,Cases_q0.850,5.648752760887146
111,N-HiTS,2019-02-01,4,Cases_q0.850,6.422014236450195
112,N-HiTS,2019-03-01,5,Cases_q0.850,6.880411005020141
113,N-HiTS,2019-04-01,6,Cases_q0.850,6.6263351202011105
114,N-HiTS,2018-11-01,1,Cases_q0.900,6.215784311294556
115,N-HiTS,2018-12-01,2,Cases_q0.900,6.005381727218628
116,N-HiTS,2019-01-01,3,Cases_q0.900,5.70550856590271
117,N-HiTS,2019-02-01,4,Cases_q0.900,6.638463926315308
118,N-HiTS,2019-03-01,5,Cases_q0.900,6.998043870925904
119,N-HiTS,2019-04-01,6,Cases_q0.900,6.7461018562316895
120,N-HiTS,2018-11-01,1,Cases_q0.950,6.848852944374083
121,N-HiTS,2018-12-01,2,Cases_q0.950,6.380726265907287
122,N-HiTS,2019-01-01,3,Cases_q0.950,5.953605651855469
123,N-HiTS,2019-02-01,4,Cases_q0.950,6.969993472099304
124,N-HiTS,2019-03-01,5,Cases_q0.950,7.224361324310302
125,N-HiTS,2019-04-01,6,Cases_q0.950,6.90356171131134
126,N-HiTS,2018-11-01,1,Cases_q0.975,7.898803663253783
127,N-HiTS,2018-12-01,2,Cases_q0.975,6.5723929643630985
128,N-HiTS,2019-01-01,3,Cases_q0.975,6.074131369590759
129,N-HiTS,2019-02-01,4,Cases_q0.975,7.065704834461212
130,N-HiTS,2019-03-01,5,Cases_q0.975,7.259016358852387
131,N-HiTS,2019-04-01,6,Cases_q0.975,7.102132642269134
132,N-HiTS,2018-11-01,1,Cases_q0.990,8.602949142456055
133,N-HiTS,2018-12-01,2,Cases_q0.990,6.681223754882812
134,N-HiTS,2019-01-01,3,Cases_q0.990,6.125630736351013
135,N-HiTS,2019-02-01,4,Cases_q0.990,7.135508861541748
136,N-HiTS,2019-03-01,5,Cases_q0.990,7.275618138313294
137,N-HiTS,2019-04-01,6,Cases_q0.990,7.236499309539795
0,N-HiTS,2018-12-01,1,Cases_q0.010,3.0465340876579283
1,N-HiTS,2019-01-01,2,Cases_q0.010,5.188471202850342
2,N-HiTS,2019-02-01,3,Cases_q0.010,4.049384593963623
3,N-HiTS,2019-03-01,4,Cases_q0.010,3.2696021795272827
