,time,region,quantile,horizon,Cases
72,2017-12-01,BLM,0.6,1,1.5050034523010254
73,2018-01-01,BLM,0.6,2,1.6011266946792602
74,2018-02-01,BLM,0.6,3,1.0221792221069335
75,2018-03-01,BLM,0.6,4,0.926141560077667
76,2018-04-01,BLM,0.6,5,0.5043801546096799
77,2018-05-01,BLM,0.6,6,0.3907534301280975
78,2017-12-01,BLM,0.65,1,1.7865043699741365
79,2018-01-01,BLM,0.65,2,1.823856943845749
80,2018-02-01,BLM,0.65,3,1.2367257893085482
81,2018-03-01,BLM,0.65,4,1.2691999435424806
82,2018-04-01,BLM,0.65,5,0.8218786865472794
83,2018-05-01,BLM,0.65,6,0.7310191363096239
84,2017-12-01,BLM,0.7,1,2.0099913358688353
85,2018-01-01,BLM,0.7,2,1.9939043164253232
86,2018-02-01,BLM,0.7,3,1.4681614041328426
87,2018-03-01,BLM,0.7,4,1.551573884487152
88,2018-04-01,BLM,0.7,5,1.2540521502494812
89,2018-05-01,BLM,0.7,6,1.046599519252776
90,2017-12-01,BLM,0.75,1,2.2226560711860657
91,2018-01-01,BLM,0.75,2,2.2775871753692627
92,2018-02-01,BLM,0.75,3,1.7784112691879272
93,2018-03-01,BLM,0.75,4,1.9341345131397247
94,2018-04-01,BLM,0.75,5,1.5544021129608154
95,2018-05-01,BLM,0.75,6,1.3890093863010406
96,2017-12-01,BLM,0.8,1,2.543477249145508
97,2018-01-01,BLM,0.8,2,2.609294557571411
98,2018-02-01,BLM,0.8,3,2.1264919281005863
99,2018-03-01,BLM,0.8,4,2.3066726207733157
100,2018-04-01,BLM,0.8,5,1.949125909805298
101,2018-05-01,BLM,0.8,6,1.7549880504608157
102,2017-12-01,BLM,0.85,1,3.056959855556488
103,2018-01-01,BLM,0.85,2,2.963347589969635
104,2018-02-01,BLM,0.85,3,2.655726253986358
105,2018-03-01,BLM,0.85,4,2.8219113469123838
106,2018-04-01,BLM,0.85,5,2.4879498243331906
107,2018-05-01,BLM,0.85,6,2.286674571037292
108,2017-12-01,BLM,0.9,1,3.7330536365509035
109,2018-01-01,BLM,0.9,2,3.6087107658386235
110,2018-02-01,BLM,0.9,3,3.2819569110870366
111,2018-03-01,BLM,0.9,4,3.424969553947449
112,2018-04-01,BLM,0.9,5,3.012568545341492
113,2018-05-01,BLM,0.9,6,2.7718508481979374
114,2017-12-01,BLM,0.95,1,4.67703490257263
115,2018-01-01,BLM,0.95,2,4.570103764533996
116,2018-02-01,BLM,0.95,3,4.395218467712401
117,2018-03-01,BLM,0.95,4,4.369892811775206
118,2018-04-01,BLM,0.95,5,4.061936664581296
119,2018-05-01,BLM,0.95,6,3.846867322921751
120,2017-12-01,BLM,0.99,1,8.612725257873535
121,2018-01-01,BLM,0.99,2,8.5847554397583
122,2018-02-01,BLM,0.99,3,7.763791542053222
123,2018-03-01,BLM,0.99,4,7.904392733573913
124,2018-04-01,BLM,0.99,5,6.792893857955932
125,2018-05-01,BLM,0.99,6,7.223996987342832
0,2018-01-01,BLM,0.01,1,-0.748461902141571
1,2018-02-01,BLM,0.01,2,-0.6834668403863907
2,2018-03-01,BLM,0.01,3,-0.7940254855155945
3,2018-04-01,BLM,0.01,4,-0.7705040943622589
4,2018-05-01,BLM,0.01,5,-0.7042221283912659
5,2018-06-01,BLM,0.01,6,-0.8048428279161454
6,2018-01-01,BLM,0.05,1,-0.20052354484796522
