,time,region,quantile,horizon,Cases
28,2018-02-01,BLM,0.2,5,-0.0028019779361784436
29,2018-03-01,BLM,0.2,6,-0.00754591729491949
30,2017-10-01,BLM,0.25,1,-0.008415642194449902
31,2017-11-01,BLM,0.25,2,-0.001635890337638557
32,2017-12-01,BLM,0.25,3,-0.005690490826964378
33,2018-01-01,BLM,0.25,4,-0.006497925030998886
34,2018-02-01,BLM,0.25,5,0.003939222544431686
35,2018-03-01,BLM,0.25,6,-0.0034829642390832305
36,2017-10-01,BLM,0.3,1,-0.006524081574752927
37,2017-11-01,BLM,0.3,2,0.0018128837458789347
38,2017-12-01,BLM,0.3,3,0.0018156929640099403
39,2018-01-01,BLM,0.3,4,0.0005358685273677104
40,2018-02-01,BLM,0.3,5,0.007369477674365043
41,2018-03-01,BLM,0.3,6,-0.001720025669783354
42,2017-10-01,BLM,0.35,1,-0.0037296433816663955
43,2017-11-01,BLM,0.35,2,0.004629175411537289
44,2017-12-01,BLM,0.35,3,0.0052778102224692695
45,2018-01-01,BLM,0.35,4,0.005501796538010237
46,2018-02-01,BLM,0.35,5,0.00890793944709003
47,2018-03-01,BLM,0.35,6,-0.00022160363732837187
48,2017-10-01,BLM,0.4,1,0.0049178660847246725
49,2017-11-01,BLM,0.4,2,0.009450211748480796
50,2017-12-01,BLM,0.4,3,0.00770276002585888
51,2018-01-01,BLM,0.4,4,0.011384048685431483
52,2018-02-01,BLM,0.4,5,0.009773970022797585
53,2018-03-01,BLM,0.4,6,0.0023579588159918794
54,2017-10-01,BLM,0.45,1,0.013195755053311588
55,2017-11-01,BLM,0.45,2,0.011457400675863028
56,2017-12-01,BLM,0.45,3,0.008196008764207363
57,2018-01-01,BLM,0.45,4,0.01558983880095184
58,2018-02-01,BLM,0.45,5,0.010538451466709375
59,2018-03-01,BLM,0.45,6,0.003270793438423425
60,2017-10-01,BLM,0.5,1,0.025598786771297455
61,2017-11-01,BLM,0.5,2,0.02104039117693901
62,2017-12-01,BLM,0.5,3,0.015182609669864178
63,2018-01-01,BLM,0.5,4,0.03494151867926121
64,2018-02-01,BLM,0.5,5,0.012220562901347876
65,2018-03-01,BLM,0.5,6,0.010483105201274157
66,2017-10-01,BLM,0.55,1,0.05894926246255643
67,2017-11-01,BLM,0.55,2,0.050095393322408394
68,2017-12-01,BLM,0.55,3,0.03795419149100782
69,2018-01-01,BLM,0.55,4,0.0935072161257268
70,2018-02-01,BLM,0.55,5,0.02157935444265606
71,2018-03-01,BLM,0.55,6,0.01900758864358068
72,2017-10-01,BLM,0.6,1,0.12270054966211318
73,2017-11-01,BLM,0.6,2,0.16885171234607693
74,2017-12-01,BLM,0.6,3,0.09152140617370601
75,2018-01-01,BLM,0.6,4,0.21946732699871044
76,2018-02-01,BLM,0.6,5,0.05881722718477242
77,2018-03-01,BLM,0.6,6,0.03854798078536987
78,2017-10-01,BLM,0.65,1,0.29218665957450884
79,2017-11-01,BLM,0.65,2,0.39827725887298593
80,2017-12-01,BLM,0.65,3,0.22107208669185646
81,2018-01-01,BLM,0.65,4,0.569766589999199
82,2018-02-01,BLM,0.65,5,0.19890000075101855
83,2018-03-01,BLM,0.65,6,0.11975430548191075
84,2017-10-01,BLM,0.7,1,0.5376158952713012
85,2017-11-01,BLM,0.7,2,0.6195097267627713
86,2017-12-01,BLM,0.7,3,0.4705688834190362
87,2018-01-01,BLM,0.7,4,0.932498103380203
88,2018-02-01,BLM,0.7,5,0.605473655462265
89,2018-03-01,BLM,0.7,6,0.3691005170345297
90,2017-10-01,BLM,0.75,1,0.8429656773805618
91,2017-11-01,BLM,0.75,2,1.0750477612018585
92,2017-12-01,BLM,0.75,3,0.8940298408269882
93,2018-01-01,BLM,0.75,4,1.5238100290298462
94,2018-02-01,BLM,0.75,5,0.9860976785421371
95,2018-03-01,BLM,0.75,6,0.7971772700548172
96,2017-10-01,BLM,0.8,1,1.3535729169845587
97,2017-11-01,BLM,0.8,2,1.614785361289978
98,2017-12-01,BLM,0.8,3,1.4464990615844735
99,2018-01-01,BLM,0.8,4,2.1145698547363287
100,2018-02-01,BLM,0.8,5,1.5312016487121585
101,2018-03-01,BLM,0.8,6,1.298077249526978
102,2017-10-01,BLM,0.85,1,1.9830294370651245
103,2017-11-01,BLM,0.85,2,1.9753030598163603
104,2017-12-01,BLM,0.85,3,2.0885531425476067
105,2018-01-01,BLM,0.85,4,2.734415006637573
106,2018-02-01,BLM,0.85,5,2.1037903785705563
107,2018-03-01,BLM,0.85,6,1.8637744963169094
